product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,social connectedness,environment,self_sufficiency,transparency_authenticity,tradition,individuality,diversity_equality,privacy,status,thrift_value,innovation,fun_adventure,health
Norton Internet Security 2007 [Old Version],Software,1,20,22,N,N,Trash!,"I have used Norton products for 20 years and may never buy another. This is if possible a bigger piece of trash than Systemworks 2007. It edges out Systemworks because after the install of Internet Security 2007, Liveupdate is added to the list of features that no longer work, making it impossible to get future fixes to the bugs in both products!",1/28/2007,0,0,0,0,0,0,0,0,0,1,0,0,0
Spector Pro 6.0,Software,1,1,3,N,N,"Why is this Company still Alive? Amazon, Shut them Down!","Question,<br /><br />I read all these complaints about the company and the software. Why does Amazon still let this company sell products through the Amazon Marketplace with so many angry customers? Also, the product KeyGrabber USB KeyLogger 8MB Black is a piece of junk and does not work. If and when it does work, it does not capture the data from the keyboard that you need. Many online banking sites somehow block this device from capturing anything. I checked with my bank, I was told because of the way the site is coded, the device will not work. Since IE9 does not save my username and password either, everything on the market for this industry is dead. With so much technology out, it is really amazing the United States has no more people / programmers / developers / computer engineers with any brains left.",1/3/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
Nikon Capture NX 2 Full Version,Software,3,8,8,N,N,"Good, but can be hard to navigate at first, do the 60 day free trial.","I recently downloaded this as a trial program from Nikon and Adobe lightroom 2. Recently I have been spending more time shooting photos and wanted a program to do adjustments. Photoshop is out of the question for me as a hobbyist, so I looked to these programs based on different magazine, and website recommendations. NX2 is a very solid piece of software, it does what a photographer needs to do, if you are into design than you need Photoshop. I really feel like Nikon designed this for the everyday photographer to the serious hobbyist. The interface is a bit different if you have used other programs in the past, but many of the shortcuts are close to other ones, that it should not take you long to get up and running. In comparing this with Lightroom, both offer very similar features,and it really depends on your flavor. Like other reviewers have stated, you can get a free trial from Nikon for 60 days, so get it and play around with it.",1/3/2010,0,0,0,0,0,0,0,0,0,1,0,0,0
INDIVIDUAL Home Design Quick & Easy 2.0 (Windows),Software,4,19,21,N,N,"Easy to use, but not perfect","I went ahead and bought this program based on the reviews and its price. I must say that if you have used any other CAD program or the Visio building stencils, this will be an easy program to learn. I opened the my first drawing and started putting together my new house right away.<br />Creating the rooms were very simple. There were a few times I had to search for an answer (like how to use a jogged wall to create an entry way), but for the most part it was pretty simple.<br />The main gripe I have with this program is the lack of objects. One area that is totally missing is electrical. You can place where lights belong in the house, but there is no objects for electrical outlets, light switches, phone jacks, or cable/Internet connections. I was surprised because I consider these to be major features.<br />The other issue I have with the program is that when you print your layout there is alot of whitespace surrounding your drawing. If you try to increase the image size then your drawing gets placed on multiple pages.<br />Other than these issues I think the program is great. If you are looking for an easy to learn program that will give you the ability to layout your furniture, this program is for you.",3/18/2004,0,0,0,0,0,0,0,0,0,1,0,0,0
Microsoft Office Small Business 2007 UPGRADE [Old Version],Software,5,2,4,N,N,Worth Updating,"The new interface makes it easier to work around the programs, and the Contact Manager addition to my Microsoft Outlook has proven worth the money. I will recommended for a Small Business User that wants to be more organized and have the tools to prove it.",9/11/2008,0,0,0,0,0,0,0,0,0,1,0,0,0
Cosmi Perfect Website Creator,Software,1,0,0,N,N,NOT GOOD,Don't buy this if you want something easy to use. I ended up trashing it.,1/10/2007,0,0,0,0,0,0,0,0,0,1,0,0,0
Quicken Deluxe 20,Software,1,0,0,N,Y,One Star,This is not intuitive at all.,12/3/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"TurboTax Deluxe Fed, Efile and State 2013",Software,4,0,0,N,Y,Turbotax,Have used for many years. I keep getting a message regarding schedule A but have not received the updates as promised.,1/28/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Windows 8.1 System Builder OEM DVD 64-Bit,Software,5,1,1,N,Y,good operating system. runs fast on an old laptop,so different from windows 7. purchased it for school,6/23/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Sage 50 Complete Accounting 2014 US Edition,Software,4,1,1,N,N,"... ""multi-user version"" with ""support plan"" then Sage 50 is excellent software. But the ""mom and pop shop"" watching ...","If you are a mid-sized company that can afford a &#34;multi-user version&#34; with &#34;support plan&#34; then Sage 50 is excellent software. But the &#34;mom and pop shop&#34; watching every dime they spend is out of luck with the newer versions of Sage 50. For them I recommend going on ebay or amazon and getting an older version (before 2013) so that they can do their accounting and payroll forever without buying new software every year. Don't blame the Sage company. They are faced with the realities of the software business. There is no longer any money in selling a program that can be used forever without updating. Oh...and whatever you do...stay away from Quick books which has many technical problems in its database and is organized in the most confusing, illogical way.",11/3/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Escape from Whisper Valley,Software,5,0,0,N,Y,Five Stars,fun,7/20/2014,0,0,0,0,0,0,0,0,0,0,0,1,0
Turbo Tax Parent V2,Software,5,0,0,N,Y,Turbotax is still my favorite tax software,"I have tried other tax software, but I still like Turbotax the best. Other software may be good, but I feel that I get the most support and biggest refund from Turbotax.",2/2/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
DVD X Copy Xpress - Make High Quality Backup Copies of DVD - PC software,Software,4,1,1,N,N,Easy as 1...2....(there is no 3),"insert DVD to &quot;backup&quot; press start<BR>when thats done, insert blank media then press start again<BR>and voila! that's it!<BR>the only thing i don't like about this is the lack of actual control the user has over what happens. After backing up your discs when you go to play them, instead of the FBI warning that you would get in th original, you get a 321 warning screen that tells you you are watching a backup. I already know i am watching a backup. I have tried to change the actual VOB file in the temp directory to a THX trailer and when you mess with the files, the program will error and shut down.<BR>I say 4 stars because of it's ease of use, if they would let me configure it the way i wanted and put what i want on the DVD then by all means it would get 5 stars!!!!!",9/12/2003,0,0,0,0,0,0,0,0,0,1,0,0,0
